loan_amnt,term,int_rate,grade,emp_title,emp_length,annual_inc,issue_d,loan_status,purpose,total_pymnt,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,flag
40000,60 months,13.90%,C,Medical Editor,1 year,11e4,Mar-2019,Current,debt_consolidation,2755.09,Jun-2019,928.66,Jul-2019,Jun-2019,1
4000,36 months,11.31%,B,Athletic Director,7 years,32e3,Feb-2019,Current,debt_consolidation,523.69,Jun-2019,131.55,Jul-2019,Jun-2019,1
2000,36 months,16.91%,C,NA,n/a,98e3,Feb-2019,Current,vacation,283,Jun-2019,71.22,Jul-2019,Jun-2019,1
15000,60 months,11.80%,B,Optometrist,1 year,83e3,Feb-2019,Current,debt_consolidation,1318.81,Jun-2019,332.16,Jul-2019,Jun-2019,1
7225,36 months,10.33%,B,NA,< 1 year,3e4,Mar-2019,Current,major_purchase,694.49,Jun-2019,234.26,Jul-2019,Jun-2019,1
12500,36 months,8.81%,A,RN,3 years,1e5,Mar-2019,Current,credit_card,1183.08,Jun-2019,396.4,Jul-2019,Jun-2019,1
22000,60 months,11.31%,B,Office Manager,6 years,47e3,Feb-2019,Current,debt_consolidation,1913.18,Jun-2019,481.75,Jul-2019,Jun-2019,1
10000,36 months,8.81%,A,NA,< 1 year,35e3,Feb-2019,Current,debt_consolidation,1527.1,Jun-2019,317.12,Jul-2019,Jun-2019,1
15000,36 months,6.46%,A,Mortgage Loan Officer,4 years,6e4,Jan-2019,Current,credit_card,2291.97,Jun-2019,459.47,Jul-2019,Jun-2019,1
12000,36 months,10.33%,B,NA,< 1 year,65e3,Feb-2019,Current,debt_consolidation,1542.51,Jun-2019,389.07,Jul-2019,Jun-2019,1
9600,36 months,7.02%,A,Psychatric technician,3 years,8e4,Mar-2019,Current,credit_card,585.53,May-2019,296.51,Jul-2019,Jun-2019,1
4550,36 months,16.14%,C,NA,n/a,15210,Jan-2019,Current,credit_card,931.66,Jun-2019,160.28,Jul-2019,Jun-2019,1
10500,36 months,11.02%,B,Administrator,10+ years,48e3,Mar-2019,Current,major_purchase,1018.72,Jun-2019,343.86,Jul-2019,Jun-2019,1
12000,60 months,20.00%,D,Letter Carrier,10+ years,84623,Mar-2019,Current,debt_consolidation,940.46,Jun-2019,317.93,Jul-2019,Jun-2019,1
34000,60 months,8.81%,A,Senior Product Engineer,4 years,106e3,Jan-2019,Current,debt_consolidation,3563.23,Jun-2019,702.66,Jul-2019,Jun-2019,1
19500,36 months,13.08%,B,medical office assistant 3,4 years,37e3,Mar-2019,Current,debt_consolidation,1959.2,Jun-2019,657.79,Jul-2019,Jun-2019,1
24000,60 months,16.40%,C,Finance Director,2 years,12e4,Mar-2019,Current,debt_consolidation,1744.38,Jun-2019,588.75,Jul-2019,Jun-2019,1
32275,36 months,20.89%,D,Customer Service,3 years,38e3,Feb-2019,Current,debt_consolidation,4819.14,Jun-2019,1214.15,Jul-2019,Jun-2019,1
32000,60 months,15.57%,C,NATIONAL SUPPORT MARKETING MANAGER,9 years,12e4,Mar-2019,Current,medical,1486.42,May-2019,770.89,Jul-2019,Jun-2019,1
11000,36 months,7.56%,A,Medical Technologist,10+ years,88e3,Feb-2019,Current,debt_consolidation,1365.3,Jun-2019,342.48,Jul-2019,Jun-2019,1
6000,36 months,6.46%,A,In home supportive services,10+ years,17200,Jan-2019,Current,credit_card,916.8,Jun-2019,183.79,Jul-2019,Jun-2019,1
15000,60 months,8.19%,A,Assistant Manager,1 year,4e4,Jan-2019,Current,credit_card,1513.95,Jun-2019,305.52,Jul-2019,Jun-2019,1
15000,60 months,19.92%,D,Installer,4 years,55e3,Feb-2019,Current,credit_card,1553.8,Jun-2019,396.75,Jul-2019,Jun-2019,1
37500,36 months,11.71%,B,NA,< 1 year,126e3,Mar-2019,Current,debt_consolidation,3672.26,Jun-2019,1240.35,Jul-2019,Jun-2019,1
5000,36 months,12.98%,B,Public Safety Officer,4 years,32e3,Feb-2019,Current,credit_card,650.28,Jun-2019,168.43,Jul-2019,Jun-2019,1
20000,60 months,10.33%,B,Language Program Coordinator,10+ years,62e3,Jan-2019,Current,debt_consolidation,2129.52,Jun-2019,428.2,Jul-2019,Jun-2019,1
35000,36 months,11.02%,B,FINANCE MANAGER,3 years,175e3,Mar-2019,Current,debt_consolidation,3717.14,Jun-2019,1246.19,Jul-2019,Apr-2019,1
32000,36 months,12.98%,B,Lead AV Drop Installer,< 1 year,65e3,Feb-2019,Current,debt_consolidation,4288.52,Jun-2019,1077.9,Jul-2019,Jun-2019,1
5200,36 months,10.33%,B,Massage Practioner,3 years,32e3,Jan-2019,Current,credit_card,840.02,Jun-2019,168.6,Jul-2019,Jun-2019,1
21000,36 months,7.02%,A,IT Specialist,5 years,8e4,Mar-2019,Current,debt_consolidation,1937.67,Jun-2019,648.62,Jul-2019,Jun-2019,1
16000,36 months,8.81%,A,County Court Judge,1 year,197600,Mar-2019,Current,credit_card,1506.51,Jun-2019,507.39,Jul-2019,Jun-2019,1
20000,36 months,17.19%,C,Body technician,10+ years,63e3,Mar-2019,Current,small_business,2125.75,Jun-2019,714.95,Jul-2019,Jun-2019,1
15000,36 months,20.00%,D,Carpenter,5 years,3e4,Feb-2019,Current,debt_consolidation,1639.05,May-2019,557.46,Jul-2019,Jun-2019,1
8000,36 months,8.81%,A,Area Manager/Truck Driver,1 year,11e4,Jan-2019,Current,small_business,1258.71,Jun-2019,253.7,Jul-2019,Jun-2019,1
25000,60 months,10.72%,B,NA,< 1 year,8e4,Jan-2019,Current,credit_card,2685.51,Jun-2019,540.08,Jul-2019,Jun-2019,1
10000,36 months,22.35%,D,Child attendance,3 years,206100,Feb-2019,Current,debt_consolidation,1590.76,Jun-2019,383.72,Jul-2019,Jun-2019,1
20000,36 months,8.19%,A,Administration,10+ years,6e4,Mar-2019,Current,debt_consolidation,1867.27,Jun-2019,628.49,Jul-2019,Jun-2019,1
8000,36 months,8.81%,A,Medical Lab Courier,1 year,48e3,Feb-2019,Current,other,1006.97,Jun-2019,253.7,Jul-2019,Jun-2019,1
40000,60 months,20.00%,D,System Technician,10+ years,46113,Feb-2019,Current,debt_consolidation,3290.4,Jun-2019,1059.76,Jul-2019,Jun-2019,1
19000,36 months,6.46%,A,Business Analyst,3 years,65e3,Jan-2019,Current,credit_card,2896.31,Jun-2019,581.99,Jul-2019,Jun-2019,1
30000,60 months,14.47%,C,NA,n/a,82600,Jan-2019,Current,debt_consolidation,3442.5,Jun-2019,705.38,Jul-2019,Jun-2019,1
37500,60 months,11.80%,B,Audit Manager,9 years,124e3,Jan-2019,Current,debt_consolidation,4127.37,Jun-2019,830.39,Jul-2019,Jun-2019,1
40000,36 months,10.72%,B,NA,< 1 year,135e3,Jan-2019,Current,small_business,6473.66,Jun-2019,1304.26,Jul-2019,Jun-2019,1
10000,36 months,18.94%,D,NA,n/a,25e3,Feb-2019,Current,moving,1444,Jun-2019,366.26,Jul-2019,Jun-2019,1
30000,60 months,10.33%,B,Senior Manager of Network Infrastructure,2 years,78e3,Mar-2019,Current,debt_consolidation,1892.47,Jun-2019,642.3,Jul-2019,Jun-2019,1
10000,60 months,14.47%,C,NA,< 1 year,45e3,Jan-2019,Current,credit_card,1167.61,Jun-2019,235.13,Jul-2019,Jun-2019,1
30000,60 months,14.74%,C,US Border Patrol Agent,2 years,65e3,Mar-2019,Current,debt_consolidation,2104.29,Jun-2019,709.62,Jul-2019,Jun-2019,1
10000,36 months,10.72%,B,Asst.Facilities Mngr,10+ years,82e3,Feb-2019,Current,debt_consolidation,1292.37,Jun-2019,326.07,Jul-2019,Jun-2019,1
14400,60 months,26.31%,E,Barista,10+ years,4e4,Jan-2019,Current,debt_consolidation,2247.9,Jun-2019,433.79,Jul-2019,Jun-2019,1
23000,60 months,11.80%,B,Technician,10+ years,105e3,Jan-2019,Current,debt_consolidation,2531.47,Jun-2019,509.31,Jul-2019,Jun-2019,1
8000,36 months,16.40%,C,Commercial Pilot,9 years,2e5,Feb-2019,Current,other,1116.78,Jun-2019,282.84,Jul-2019,Jun-2019,1
7000,36 months,6.46%,A,Account manager,2 years,72e3,Jan-2019,Current,credit_card,1069.59,Jun-2019,214.42,Jul-2019,Jun-2019,1
32000,60 months,17.97%,D,Manager of Operations,8 years,89995,Jan-2019,Current,debt_consolidation,3996.46,Jun-2019,812.07,Jul-2019,Jun-2019,1
26000,60 months,12.40%,B,Office Manager,10+ years,52e3,Feb-2019,Current,debt_consolidation,2316.61,Jun-2019,583.63,Jul-2019,Jun-2019,1
20000,36 months,16.40%,C,CONFERENCE FACILITATOR,10+ years,135e3,Mar-2019,Current,debt_consolidation,2103.08,Jun-2019,707.1,Jul-2019,Jun-2019,1
9600,36 months,8.19%,A,Pca,4 years,4e4,Jan-2019,Current,debt_consolidation,1499.66,Jun-2019,301.68,Jul-2019,Jun-2019,1
13000,60 months,16.14%,C,Grounds Coordinator,2 years,52e3,Jan-2019,Current,debt_consolidation,1589.56,Jun-2019,324,Jul-2019,Jan-2019,1
28600,36 months,14.47%,C,student administration,10+ years,3e4,Jan-2019,Current,debt_consolidation,3890.14,May-2019,984.03,Jul-2019,Jun-2019,1
26000,36 months,7.56%,A,IT,2 years,59e3,Jan-2019,Current,credit_card,4107.46,Jun-2019,809.48,Jul-2019,Jun-2019,1
12000,36 months,6.46%,A,Air Pollution Chemist,4 years,75e3,Jan-2019,Current,debt_consolidation,2046.47,Jun-2019,367.57,Jul-2019,Jun-2019,1
40000,36 months,11.71%,B,Program Manager,10+ years,105e3,Mar-2019,Current,debt_consolidation,3943.1,Jun-2019,1323.04,Jul-2019,Jun-2019,1
8500,36 months,6.46%,A,Facilities Tech II,2 years,35e3,Jan-2019,Current,debt_consolidation,1294.22,Jun-2019,260.37,Jul-2019,Jun-2019,1
26000,36 months,8.81%,A,Registered Nurse,10+ years,65e3,Jan-2019,Current,debt_consolidation,4109.77,Jun-2019,824.5,Jul-2019,Jun-2019,1
15000,60 months,12.40%,B,Manager- Building & Parking Services,10+ years,72e3,Mar-2019,Current,debt_consolidation,999.8,Jun-2019,336.71,Jul-2019,Jun-2019,1
10000,36 months,6.46%,A,Human Resources Business Partner,< 1 year,65e3,Mar-2019,Current,credit_card,938.67,Jun-2019,306.31,Jul-2019,Jun-2019,1
12000,60 months,12.98%,B,Teacher,10+ years,66e3,Jan-2019,Current,credit_card,1355.95,Jun-2019,272.92,Jul-2019,Jun-2019,1
4800,36 months,14.47%,C,Veterinarian,1 year,75e3,Jan-2019,Current,credit_card,821.94,Jun-2019,165.16,Jul-2019,Jun-2019,1
15000,36 months,8.81%,A,Sales Consultant,10+ years,75e3,Feb-2019,Fully Paid,debt_consolidation,15362.4159693414,May-2019,14374.34,NA,May-2019,1
12000,36 months,18.94%,D,fodd service,10+ years,85e3,Feb-2019,Current,debt_consolidation,1745.41,Jun-2019,439.51,Jul-2019,Jun-2019,1
40000,36 months,10.72%,B,Central Supply Clerk,10+ years,84600,Feb-2019,Current,home_improvement,5193.22,Jun-2019,1304.26,Jul-2019,Jun-2019,1
8000,36 months,7.56%,A,RN,5 years,75e3,Jan-2019,Fully Paid,home_improvement,8002.184,Feb-2019,8008.9,NA,Jun-2019,1
25000,60 months,18.94%,D,NA,10+ years,42500,Mar-2019,Current,debt_consolidation,1916.76,Jun-2019,647.69,Jul-2019,Jun-2019,1
35000,36 months,6.46%,A,Item Annalist Scheduling Department,10+ years,72e3,Mar-2019,Current,debt_consolidation,3191.12,Jun-2019,1072.08,Jul-2019,Jun-2019,1
24500,60 months,16.14%,C,driver,6 years,78e3,Feb-2019,Current,credit_card,2368.51,Jun-2019,597.62,Jul-2019,Jun-2019,1
10000,60 months,28.80%,D,operations,1 year,36e3,Mar-2019,Fully Paid,debt_consolidation,10208,Apr-2019,10224,NA,Apr-2019,1
15000,36 months,11.80%,B,Field Lighting Specialist,< 1 year,52e3,Feb-2019,Current,credit_card,1977.33,Jun-2019,496.79,Jul-2019,Jun-2019,1
18000,60 months,17.19%,C,Sr. Mobility Advisor,10+ years,115e3,Mar-2019,Current,debt_consolidation,1330.38,Jun-2019,449.19,Jul-2019,Jun-2019,1
5000,36 months,7.56%,A,Director,10+ years,56488,Feb-2019,Current,credit_card,620.58,Jun-2019,155.67,Jul-2019,Jun-2019,1
24000,36 months,8.19%,A,Manager,10+ years,95e3,Feb-2019,Current,debt_consolidation,3005.8,Jun-2019,754.18,Jul-2019,Jun-2019,1
3000,36 months,8.19%,A,Dept Manager,< 1 year,67700,Jan-2019,Current,small_business,467.99,Jun-2019,94.28,Jul-2019,Jun-2019,1
6000,36 months,29.00%,E,home health aid,< 1 year,25920,Mar-2019,Current,debt_consolidation,734.99,Jun-2019,251.44,Jul-2019,Jun-2019,1
8000,36 months,8.81%,A,NA,n/a,59500,Jan-2019,Current,debt_consolidation,1264.58,Jun-2019,253.7,Jul-2019,Jun-2019,1
6500,36 months,11.02%,B,Community Engagement Manager,10+ years,9e4,Mar-2019,Current,debt_consolidation,634.63,Jun-2019,212.87,Jul-2019,Jun-2019,1
7000,36 months,8.19%,A,Civil Engineer,5 years,165e3,Mar-2019,Current,other,653.54,Jun-2019,219.97,Jul-2019,Jun-2019,1
35000,36 months,15.02%,C,NA,< 1 year,75e3,Jan-2019,Current,debt_consolidation,6038.94,Jun-2019,1213.63,Jul-2019,Jun-2019,1
10000,36 months,8.19%,A,Electrician,5 years,68e3,Feb-2019,Current,debt_consolidation,1247.9,Jun-2019,314.25,Jul-2019,Jun-2019,1
20000,36 months,7.02%,A,NA,< 1 year,8e4,Mar-2019,Current,credit_card,1845.39,Jun-2019,617.73,Jul-2019,Jun-2019,1
20000,60 months,8.19%,A,Firefighter/Paramedic,10+ years,32e4,Mar-2019,Current,home_improvement,1203.85,Jun-2019,407.35,Jul-2019,Jun-2019,1
30000,60 months,8.19%,A,Assistant service manager,2 years,103e3,Feb-2019,Current,credit_card,2403.17,Jun-2019,611.03,Jul-2019,Jun-2019,1
26000,60 months,12.98%,B,MAIL CARRIER,10+ years,75e3,Mar-2019,Current,debt_consolidation,1736.46,Jun-2019,591.32,Jul-2019,Jun-2019,1
10000,36 months,8.19%,A,Claims Supervisor,10+ years,33300,Feb-2019,Current,debt_consolidation,1247.9,Jun-2019,314.25,Jul-2019,Jun-2019,1
12600,36 months,14.47%,C,CNC Operator,4 years,34e3,Jan-2019,Current,debt_consolidation,2117.86,Jun-2019,433.52,Jul-2019,Jun-2019,1
24000,60 months,13.08%,B,Mental Health Therapist,2 years,108e3,Mar-2019,Current,home_improvement,1606.3,Jun-2019,547.06,Jul-2019,Jun-2019,1
25000,36 months,8.81%,A,Crane Operator,10+ years,85e3,Jan-2019,Current,debt_consolidation,3951.71,Jun-2019,792.79,Jul-2019,Jun-2019,1
21000,60 months,11.80%,B,NA,< 1 year,149e3,Feb-2019,Current,debt_consolidation,1832.55,Jun-2019,465.02,Jul-2019,Jun-2019,1
25000,60 months,11.80%,B,NA,n/a,58800,Feb-2019,Current,debt_consolidation,2197.97,Jun-2019,553.59,Jul-2019,Jun-2019,1
5500,36 months,11.31%,B,Fiscal Assistant,1 year,44100,Feb-2019,Current,debt_consolidation,720.06,Jun-2019,180.88,Jul-2019,Jun-2019,1
5000,36 months,8.19%,A,NA,n/a,29670,Feb-2019,Current,credit_card,626.24,Jun-2019,157.13,Jul-2019,Jun-2019,1
11000,36 months,14.74%,C,Estmator,7 years,69e3,Mar-2019,Current,debt_consolidation,1130.75,Jun-2019,379.92,Jul-2019,Jun-2019,1
4000,36 months,13.90%,C,Electrical and wire installation tech,1 year,79040,Feb-2019,Current,debt_consolidation,539.9,Jun-2019,136.52,Jul-2019,Jun-2019,1
24000,60 months,20.00%,D,Vacuum driver,5 years,87500,Mar-2019,Current,debt_consolidation,1880.91,Jun-2019,635.86,Jul-2019,Jun-2019,1
18500,36 months,7.56%,A,Tech,10+ years,84800,Jan-2019,Fully Paid,debt_consolidation,18719.3363804164,Mar-2019,17351.13,NA,Mar-2019,1
20000,36 months,13.56%,C,Accountig,10+ years,42e3,Jan-2019,Current,debt_consolidation,3381.38,Jun-2019,679.29,Jul-2019,Jun-2019,1
35000,60 months,18.94%,D,"Chief Loan Adm, SVP",10+ years,2e5,Feb-2019,Current,debt_consolidation,3571.84,Jun-2019,906.77,Jul-2019,Jun-2019,1
6000,36 months,14.47%,C,General Counsel,5 years,115e3,Jan-2019,Current,moving,1022.55,Jun-2019,206.44,Jul-2019,Jun-2019,1
20000,60 months,11.31%,B,Loan Officer,3 years,12e4,Feb-2019,Current,debt_consolidation,1739.23,Jun-2019,437.95,Jul-2019,Jun-2019,1
16800,60 months,12.40%,B,Financial Advisor,6 years,15e4,Mar-2019,Current,home_improvement,1119.79,Jun-2019,377.12,Jul-2019,Jun-2019,1
10000,36 months,7.56%,A,Bail agent,10+ years,8e4,Mar-2019,Current,home_improvement,929.82,Jun-2019,311.34,Jul-2019,Jun-2019,1
8400,36 months,8.19%,A,Table Games,10+ years,52500,Feb-2019,Current,debt_consolidation,1052.06,Jun-2019,263.97,Jul-2019,Jun-2019,1
27000,60 months,14.47%,C,NA,n/a,53e3,Jan-2019,Current,credit_card,3152.55,Jun-2019,634.85,Jul-2019,Jun-2019,1
1000,36 months,20.00%,D,Asset protection specialist,3 years,35e3,Feb-2019,Current,debt_consolidation,147.57,Jun-2019,37.17,Jul-2019,Jun-2019,1
20000,60 months,17.97%,D,Tuner,10+ years,7e4,Feb-2019,Current,debt_consolidation,2010.23,Jun-2019,507.55,Jul-2019,Jun-2019,1
14000,60 months,8.19%,A,Paralegal,3 years,6e4,Mar-2019,Current,debt_consolidation,842.71,Jun-2019,285.15,Jul-2019,Jun-2019,1
30000,36 months,7.02%,A,associate professor,10+ years,127e3,Mar-2019,Current,credit_card,2768.07,Jun-2019,926.59,Jul-2019,Jun-2019,1
36000,60 months,10.33%,B,Production Foreman,10+ years,15e4,Mar-2019,Current,debt_consolidation,2270.96,Jun-2019,770.76,Jul-2019,Jun-2019,1
18000,36 months,6.46%,A,Control Room Supervisor,4 years,78e3,Jan-2019,Fully Paid,home_improvement,18333.5838636377,Apr-2019,17237.32,NA,May-2019,1
6000,36 months,10.72%,B,"Elgibility Specialist, Sr",3 years,36e3,Jan-2019,Current,debt_consolidation,974.63,Jun-2019,195.64,Jul-2019,Jun-2019,1
17000,60 months,16.14%,C,Forklift,5 years,4e4,Jan-2019,Current,debt_consolidation,2058.16,Jun-2019,414.68,Jul-2019,Jun-2019,1
12000,36 months,14.74%,C,Industrial Automation Specialist,3 years,9e4,Mar-2019,Current,debt_consolidation,1223.73,Jun-2019,414.46,Jul-2019,Jun-2019,1
10000,36 months,12.98%,B,Co-Owner,2 years,5e4,Feb-2019,Current,debt_consolidation,1340.19,Jun-2019,336.85,Jul-2019,Jun-2019,1
10250,36 months,16.14%,C,NA,< 1 year,7e4,Jan-2019,Current,debt_consolidation,1796.16,Jun-2019,361.07,Jul-2019,Jun-2019,1
16800,60 months,20.00%,D,Teacher,10+ years,75e3,Mar-2019,Current,debt_consolidation,1297.97,Jun-2019,445.1,Jul-2019,Jun-2019,1
12500,36 months,15.02%,C,NA,n/a,41e3,Feb-2019,Current,debt_consolidation,1712.9,Jun-2019,433.44,Jul-2019,Jun-2019,1
20000,36 months,17.97%,D,Victim Coordinator,2 years,46e3,Jan-2019,Current,debt_consolidation,3576.57,Jun-2019,722.75,Jul-2019,Jun-2019,1
25000,60 months,14.74%,C,NA,< 1 year,2e4,Mar-2019,Current,debt_consolidation,1733.11,Jun-2019,591.35,Jul-2019,Jun-2019,1
7000,36 months,7.02%,A,Medical Assistant/Xray Technician,10+ years,8e4,Jan-2019,Fully Paid,home_improvement,7036.855,Feb-2019,7039.59,NA,Feb-2019,1
20000,60 months,17.97%,D,Social Worker,3 years,65e3,Mar-2019,Current,other,1482.72,Jun-2019,507.55,Jul-2019,Jun-2019,1
10000,36 months,11.80%,B,NA,n/a,7e4,Jan-2019,Current,credit_card,1642.84,Jun-2019,331.19,Jul-2019,Jun-2019,1
11000,36 months,8.81%,A,Quality Control Technician,10+ years,42216,Jan-2019,Current,debt_consolidation,1738.77,Jun-2019,348.83,Jul-2019,Jun-2019,1
4000,36 months,7.02%,A,Production manager,10+ years,12e4,Feb-2019,Fully Paid,credit_card,4074.6200089603,May-2019,3822.06,NA,May-2019,1
30000,36 months,7.56%,A,NA,< 1 year,15e4,Mar-2019,Current,debt_consolidation,2789.46,Jun-2019,934.02,Jul-2019,Jun-2019,1
8000,36 months,12.40%,B,Assistant Principal,10+ years,111859,Mar-2019,Current,vacation,796.24,Jun-2019,267.25,Jul-2019,Jun-2019,1
3500,36 months,19.92%,D,NA,n/a,11280,Feb-2019,Current,credit_card,511.97,Jun-2019,129.93,Jul-2019,Jun-2019,1
32000,60 months,19.92%,D,Executive Chef,10+ years,132e3,Jan-2019,Current,debt_consolidation,4161.12,Jun-2019,846.39,Jul-2019,Jun-2019,1
24000,36 months,6.46%,A,Director,< 1 year,12e4,Feb-2019,Current,small_business,2931.95,Jun-2019,735.14,Jul-2019,Jun-2019,1
20500,36 months,6.46%,A,Mechanic,2 years,55e3,Jan-2019,Current,debt_consolidation,2504.4,May-2019,627.94,Jul-2019,Jun-2019,1
30000,60 months,11.80%,B,Project Manager,3 years,56e3,Mar-2019,Current,debt_consolidation,1953.6,Jun-2019,664.31,Jul-2019,Jun-2019,1
8000,36 months,7.02%,A,NA,n/a,75e3,Jan-2019,Current,home_improvement,1976.51,Jun-2019,247.09,Jul-2019,Jun-2019,1
10000,60 months,15.02%,C,Instructor,10+ years,69500,Feb-2019,Current,debt_consolidation,931.18,Jun-2019,238.01,Jul-2019,Jun-2019,1
9000,36 months,7.02%,A,PcR/Tech Aide,4 years,38e3,Jan-2019,Current,credit_card,1386.39,Jun-2019,277.98,Jul-2019,Jun-2019,1
22000,60 months,11.02%,B,Teachers/Bus Driver,10+ years,66e3,Mar-2019,Current,debt_consolidation,1422.21,Jun-2019,478.56,Jul-2019,Jun-2019,1
9350,36 months,11.31%,B,teacher,10+ years,61195,Jan-2019,Fully Paid,debt_consolidation,9585.0732690241,Apr-2019,8975.8,NA,Apr-2019,1
12000,36 months,11.31%,B,office manager,10+ years,52e3,Jan-2019,Current,debt_consolidation,1969.38,Jun-2019,394.63,Jul-2019,Jun-2019,1
12000,60 months,16.14%,C,Produce Clerk,8 years,48e3,Feb-2019,Current,debt_consolidation,1160.12,Jun-2019,292.72,Jul-2019,Jun-2019,1
10000,60 months,12.98%,B,Landscaper,2 years,3e4,Jan-2019,Current,credit_card,1144.36,Jun-2019,227.43,Jul-2019,Jun-2019,1
30000,36 months,17.97%,D,Senior Facility Manager,10+ years,115e3,Jan-2019,Current,credit_card,5390.7,Jun-2019,1084.13,Jul-2019,Jun-2019,1
3300,36 months,8.19%,A,Director of Marketing,6 years,55e3,Mar-2019,Current,credit_card,309.6,Jun-2019,103.7,Jul-2019,Jun-2019,1
25000,60 months,12.98%,B,Supervisor,4 years,50500,Jan-2019,Current,credit_card,2944.87,Jun-2019,568.58,Jul-2019,Jun-2019,1
10000,36 months,24.37%,E,Co Manager,1 year,53e3,Feb-2019,Current,debt_consolidation,1563.58,Jun-2019,394.28,Jul-2019,Jun-2019,1
34000,36 months,8.81%,A,Maintenance & Operations Supervisor,10+ years,98560,Mar-2019,Current,debt_consolidation,3217.93,Jun-2019,1078.19,Jul-2019,Jun-2019,1
9000,36 months,11.02%,B,Inspector,7 years,45e3,Mar-2019,Current,debt_consolidation,878.71,Jun-2019,294.74,Jul-2019,Jun-2019,1
27775,60 months,13.08%,B,Supervisor,9 years,155e3,Mar-2019,Current,debt_consolidation,1879.15,Jun-2019,633.11,Jul-2019,Jun-2019,1
16000,36 months,10.72%,B,Fork Truck Driver/Operator,10+ years,5e4,Feb-2019,Fully Paid,debt_consolidation,16368.9845346574,May-2019,10335.09,NA,Jun-2019,1
40000,36 months,6.46%,A,Sales Manager,1 year,125e3,Jan-2019,Current,credit_card,6090.31,Jun-2019,1225.24,Jul-2019,Jun-2019,1
7000,36 months,10.33%,B,A/R Analyst,1 year,7e4,Jan-2019,Current,credit_card,1146.85,Jun-2019,226.96,Jul-2019,Jun-2019,1
30000,60 months,12.40%,B,Shop Foreman,7 years,82e3,Mar-2019,Current,credit_card,1326.17,May-2019,673.42,Jul-2019,Jun-2019,1
14400,60 months,14.47%,C,Assistant Professor,5 years,12e4,Feb-2019,Current,debt_consolidation,1342.78,Jun-2019,338.59,Jul-2019,Jun-2019,1
15000,60 months,8.19%,A,System Administrator,10+ years,13e4,Jan-2019,Current,debt_consolidation,1266.45,May-2019,305.52,Jul-2019,Jun-2019,1
40000,36 months,7.02%,A,Partner,10+ years,2e5,Feb-2019,Current,home_improvement,4926.2,Jun-2019,1235.45,Jul-2019,Jun-2019,1
10000,60 months,22.50%,D,NA,n/a,36e3,Mar-2019,Current,debt_consolidation,843.37,Jun-2019,279.04,Jul-2019,Jun-2019,1
20000,36 months,8.19%,A,Principal UX - Information Architect,5 years,17e4,Feb-2019,Current,debt_consolidation,2504.86,Jun-2019,628.49,Jul-2019,Jun-2019,1
20000,60 months,22.50%,D,Administrative Specialist,10+ years,59738,Mar-2019,Current,credit_card,1624.24,Jun-2019,558.08,Jul-2019,Jun-2019,1
20000,60 months,20.00%,D,Salesman,2 years,134e3,Mar-2019,Current,credit_card,1777.54,Jun-2019,529.88,Jul-2019,Jun-2019,1
10000,36 months,12.40%,B,cna,10+ years,3e4,Mar-2019,Current,debt_consolidation,988.4,Jun-2019,334.06,Jul-2019,Jun-2019,1
30000,36 months,8.81%,A,Sr. Regional Administration Manager,4 years,5e4,Jan-2019,Current,credit_card,4720.04,Jun-2019,951.35,Jul-2019,Jun-2019,1
12000,36 months,10.33%,B,Director of National Account Sales,6 years,2e5,Jan-2019,Current,debt_consolidation,1931.58,Jun-2019,389.07,Jul-2019,Jun-2019,1
30000,60 months,10.33%,B,Senior Application Consultant,8 years,96e3,Mar-2019,Current,debt_consolidation,1267.38,Jun-2019,642.3,Jul-2019,Jun-2019,1
20000,36 months,8.19%,A,Dispatch,2 years,8e4,Jan-2019,Current,debt_consolidation,3159.98,Jun-2019,628.49,Jul-2019,Jun-2019,1
